Name,zcmb,zhel,error,mb,error_mb,X1,error_X1,c,error_c,LogMst,error_Mst,tmax,error_tmax,"cov(mb,s)","cov(mb,c)","cov(s,c)",set,Radeg,Dedeg,bias,omegam,error_omegam,alpha,error_alpha,beta,error_beta,MB1,error_MB1,deltaM,error_deltaM,deltaM_9,deltaM_9.5,deltaM_10.5,deltaM_11,deltaM_9.9,deltaM_10.1,chi_sq,mydeltaM,mydeltaM_max,mydeltaM_min,deltaM_sSFR,deltaM_sSFR_err,,Host_Galaxy_Data,SN_Name,zcmb,logMst,Mst_upper,Mst_lower,logSFR,SFR_upper,SFR_lower,logsSFR,sSFR_upper,sSFR_lower,local_SFR,local_SFR_upper,local_SFR_lower
06D3en,1.060801,1.06,0,24.70787,0.132013,-0.952679,0.412773,-0.158207,0.06103,7.715,0.935,53881.40787,0.949506,0.010444,-0.00305,0.004456,1,215.305567,52.456079,-0.036389,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D3en,1.06,7.78,9.43,7.56,-0.61,0.22,-1.35,-8.39,-7.34,-10.78,,,
06D3et,0.576612,0.576,0,23.456685,0.090075,-1.366428,0.152155,-0.075657,0.034312,10.766,0.09,53894.15983,0.191078,0.001135,0.000481,0.000291,1,215.519873,52.338366,0.000933,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D3et,0.576,10.8,10.95,10.77,-1.12,-0.23,-3,-11.92,-11,-13.95,,,
06D3fp,0.268489,0.268,0,21.711856,0.08555,-0.071623,0.054189,0.048305,0.022113,9.55,0.2595,53905.33365,0.081029,0.000141,0.000491,9.00E-06,1,215.077523,52.897165,-0.00126,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D3fp,0.268,9.57,9.88,9.36,0.86,1.13,0.06,-8.71,-8.23,-9.82,,,
06D3gh,0.72068,0.72,0,23.914145,0.098773,0.235317,0.339848,-0.070767,0.065944,9.3,0.2445,53922.82754,0.373802,0.007399,-0.000216,0.00285,1,214.630912,52.442908,-0.005473,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D3gh,0.72,9.35,9.7,9.21,0.83,1.03,-0.25,-8.52,-8.18,-9.95,,,
06D3gn,0.250498,0.25,0,21.864224,0.086012,-0.526912,0.095929,0.115106,0.025679,10.59,0.1125,53921.23696,0.090896,0.000548,0.000587,0.000198,1,214.435959,52.361182,-0.001302,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D3gn,0.25,10.61,10.67,10.45,0.9,1.22,0.42,-9.71,-9.23,-10.25,,,
06D3gx,0.760691,0.76,0,23.906693,0.101218,0.551439,0.692364,-0.12921,0.082143,10.438,0.1465,53934.6391,0.850936,0.017005,-0.000188,0.025864,1,214.263474,52.936252,-0.008407,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D3gx,0.76,10.49,10.64,10.35,1.06,1.12,0.36,-9.43,-9.23,-10.28,,,
06D4ba,0.698167,0.7,0,23.730103,0.101565,0.678618,0.413274,-0.097992,0.072346,8.544,0.424,53904.77848,0.502098,0.013794,8.00E-06,0.002377,1,333.898906,-18.229116,-0.00403,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D4ba,0.7,8.59,9.18,8.33,-0.59,0.31,-0.73,-9.18,-8.02,-9.91,,,
06D4bo,0.550315,0.552,0,23.219524,0.089299,0.768518,0.177065,-0.042555,0.030271,9.96,0.2225,53918.73847,0.276025,0.001518,0.000415,-2.80E-05,1,333.867138,-17.409183,0.001384,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D4bo,0.552,10,10.27,9.83,1.62,1.69,0.01,-8.38,-8.14,-10.26,,,
06D4bw,0.730128,0.732,0,23.905124,0.096543,0.681549,0.261367,0.012517,0.061642,9.276,0.1495,53909.33569,0.472294,0.004157,0.000108,0.00032,1,333.765511,-17.883454,-0.006124,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D4bw,0.732,9.32,9.53,9.23,0.62,1,0.16,-8.7,-8.23,-9.37,,,
06D4ce,0.847985,0.85,0,24.196452,0.110575,1.752165,0.570617,-0.109364,0.062192,8.861,0.317,53926.82181,0.632783,0.022191,-0.000765,0.006876,1,334.321856,-17.235937,-0.016175,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D4ce,0.85,8.91,8.94,8.31,-0.87,0.24,-0.95,-9.78,-8.07,-9.89,,,
06D4cl,0.997826,1,0,24.529085,0.115855,1.176753,0.387348,-0.086682,0.053789,9.333,0.4615,53938.0763,0.591048,0.008081,-0.001528,0.00449,1,334.23772,-17.450634,-0.031122,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D4cl,1,9.39,10.05,9.13,1.02,1.55,0.75,-8.37,-7.58,-9.3,,,
06D4co,0.435446,0.437,0,22.524456,0.086944,-0.395993,0.094666,-0.046795,0.023301,10.627,0.1515,53940.30552,0.159309,0.000118,0.000437,-0.000116,1,333.860492,-17.869185,0.001231,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D4co,0.437,10.66,10.82,10.51,0.62,1,-0.1,-10.04,-9.51,-10.92,,,
06D4cq,0.40947,0.411,0,22.557433,0.086547,0.430851,0.095496,-0.037409,0.022021,9.107,0.088,53947.436,0.10651,0.000336,0.000399,-0.000155,1,334.231344,-17.71198,0.00085,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D4cq,0.411,9.14,9.2,9.02,0.04,0.74,-0.01,-9.1,-8.28,-9.21,,,
06D4dh,0.30159,0.303,0,21.442454,0.086081,0.519102,0.063186,-0.16192,0.021672,9.381,0.067,53956.88215,0.067105,0.000441,0.000494,0.000129,1,333.582053,-17.585009,-0.000959,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,06D4dh,0.303,9.4,9.51,9.37,-0.03,0.12,-0.11,-9.43,-9.25,-9.62,,,
Aphrodite,1.299106,1.3,0,25.691231,0.128055,0.664323,0.357559,0.009896,0.036862,9.381,0.368,52552.12802,0.628246,0.004579,0.000365,0.00611,4,53.156333,-27.779611,0,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,Aphrodite,1.3,9.381,9.66,8.924,-0.008,0.519,-0.03,-9.389,-8.607,-9.541,,,
Eagle,1.020807,1.02,0,24.965297,0.118836,0.305488,0.291649,-0.1038,0.060285,10.004,0.03,53295.09488,0.698341,0.003498,0.000915,0.006604,4,189.33646,62.228194,0,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,Eagle,1.02,10.004,10.023,9.963,1.347,1.36,1.333,-8.657,-8.626,-8.665,,,
Elvis,0.839734,0.839,0,24.362709,0.112754,-0.08164,0.330694,-0.019546,0.03968,10.626,0.099,52782.89652,0.90023,-0.001794,0.000493,-0.000895,4,189.45142,62.226472,0,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,Elvis,0.84,10.626,10.656,10.458,0.77,0.774,0.333,-9.856,-9.856,-10.126,,,
Gabi,1.12085,1.12,0,25.147113,0.121686,0.620453,0.307485,-0.075491,0.0532,8.335,0.296,53488.73851,0.524573,0.004032,0.000388,0.005988,4,189.05763,62.2021,0,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,Gabi,1.12,8.335,8.611,8.019,-0.361,-0.225,-0.669,-8.695,-8.617,-9.259,,,
Lancaster,1.230892,1.23,0,26.046776,0.128558,-0.077374,0.690464,0.087011,0.048271,10.134,0.1945,53431.84169,1.597837,0.003542,0.000211,0.008241,4,189.23633,62.214814,0,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,Lancaster,1.23,10.134,10.365,9.976,0.55,1.633,-0.078,-9.583,-8.6,-10.338,,,
Ombo,0.97423,0.975,0,24.886143,0.118033,1.71648,0.295354,-0.004609,0.043876,9.317,0.051,53368.83572,0.553316,0.00454,0.000959,0.004381,4,53.105583,-27.750836,0,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,Ombo,0.97,9.317,9.388,9.286,0.682,0.759,0.649,-8.635,-8.623,-8.658,,,
Patuxent,0.970782,0.97,0,25.020075,0.118744,-0.10271,0.629553,-0.218154,0.106505,10.633,0.035,53200.95747,1.136538,0.010981,0.001183,0.023467,4,189.5375,62.313122,0,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,Patuxent,0.97,10.633,10.659,10.589,1.896,1.914,1.77,-8.737,-8.684,-8.87,,,
SDSS10028,0.064229,0.06533,0,18.347945,0.112975,-1.201799,0.18701,0.01006,0.025413,10.531,0.0435,53693.66034,0.177004,0.0013,0.000548,0.000597,2,17.741856,0.276253,-0.000664,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,10028,,,,,,,,,,,-3.712,-3.518,-3.935
SDSS1032,0.12903,0.12976,0,20.336945,0.115931,-2.528617,0.199976,0.050506,0.036779,10.456,0.022,53626.52101,0.198807,0.002692,0.001133,0.000838,2,46.795696,1.119552,-0.00124,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1032,,,,,,,,,,,,,
SDSS10434,0.10289,0.10418,0,19.156988,0.114221,-0.005434,0.280897,-0.08741,0.026896,10.955,0.1285,53696.47079,0.217773,0.005774,0.000781,0.003225,2,329.95591,-1.193712,-0.001137,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,10434,,,,,,,,,,,,,
SDSS10805,0.04413,0.04542,0,17.531728,0.11486,-0.952693,0.402381,0.056678,0.024892,9.998,0.206,53698.68768,0.125472,0.006306,0.000594,0.003643,2,344.927528,-0.01373,-0.000235,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,10805,0.043968,9.998,10.247,9.835,0.547,0.751,-0.044,-9.451,-9.084,-10.291,-2.374,-2.324,-2.315
SDSS11067,0.11304,0.114,0,19.114133,0.112246,1.733698,0.520618,-0.072351,0.026351,9.42,0.0865,53702.77753,0.402505,0.005632,0.000568,0.006371,2,33.518394,-0.239178,-0.001195,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,11067,0.116797,9.443,9.564,9.39,-0.011,0.291,-0.089,-9.454,-9.099,-9.653,,,
SDSS1112,0.25611,0.25764,0,21.537919,0.12482,-0.623265,0.675408,-0.026817,0.051918,11.13,0.2175,53630.086,0.67861,0.024142,0.001549,0.005258,2,339.017639,-0.375189,-0.00045,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1112,0.256085,11.167,11.509,10.99,1.256,1.642,0.868,-9.911,-9.348,-10.641,,,
SDSS11206,0.38026,0.3819,0,22.200281,0.138121,-1.510288,0.87276,-0.205532,0.085154,10.689,0.1605,53697.22225,1.648688,0.032602,0.001346,0.032911,2,3.289774,1.145541,-0.000372,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,11206,,,,,,,,,,,,,
SDSS11300,0.14547,0.1468,0,20.28342,0.113737,-1.607355,0.675537,0.075146,0.032765,9.291,0.1085,53699.54412,0.319765,0.008831,0.000895,0.010478,2,6.750494,-0.586624,-0.001234,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,11300,0.135523,9.37,9.551,9.314,-0.096,0.422,-0.11,-9.466,-8.892,-9.661,,,
SDSS1241,0.08889,0.0902,0,19.115082,0.11251,-0.547524,0.078724,0.048945,0.022754,10.171,0.132,53635.37075,0.078459,0.000578,0.000522,5.10E-05,2,337.672525,-0.776589,-0.001014,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1241,,,,,,,,,,,-3.321,-3.067,-3.743
SDSS1253,0.26059,0.262,0,21.218177,0.120435,-0.959241,0.447847,-0.118798,0.048622,11.028,0.008,53634.27983,0.418644,0.010964,0.001294,0.002902,2,323.799046,0.163079,-0.000413,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1253,,,,,,,,,,,,,
SDSS12779,0.07891,0.07995,0,19.149702,0.117766,-0.561485,0.260778,0.096243,0.02955,10.59,0.077,53971.72598,0.969511,-0.006687,0.00111,-0.003254,2,309.471874,1.221122,-0.000894,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12779,0.078908,10.59,10.731,10.577,-0.278,0.581,-0.292,-10.868,-9.996,-11.023,-1.983,-1.599,-2.575
SDSS12781,0.08304,0.08431,0,19.38627,0.115125,-1.832076,0.188047,0.036206,0.026776,10.955,0.189,53979.30896,0.223952,0.004178,0.000693,0.000831,2,5.406564,-1.009973,-0.000947,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12781,,,,,,,,,,,,,
SDSS12843,0.16565,0.16695,0,20.412042,0.118455,-1.018684,0.298736,0.037459,0.034757,11.085,0.0175,53982.09911,0.195338,0.009281,0.001274,0.003463,2,323.878086,-0.980274,-0.001166,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12843,,,,,,,,,,,,,
SDSS12853,0.16817,0.1694,0,20.17402,0.116716,-0.580103,0.345009,-0.061756,0.031989,10.467,0.2205,53979.29347,0.325165,0.009354,0.001002,0.003283,2,316.765564,0.72307,-0.001154,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12853,0.168171,10.467,10.672,10.231,0.857,1.063,0.773,-9.61,-9.168,-9.899,,,
SDSS12855,0.17063,0.172,0,20.781976,0.114853,-1.918197,0.29727,0.040563,0.034813,5,10,53996.15001,0.327576,0.002792,0.000969,0.000629,2,330.255531,0.716239,-0.001141,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12855,0.170628,,,,,,,,,,,,
SDSS12856,0.17028,0.17167,0,20.134725,0.112043,0.860171,0.200447,-0.089735,0.023235,10.118,0.3355,53996.91392,0.239305,0.001352,0.000465,0.000153,2,332.865475,0.755978,-0.001143,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12856,0.170283,10.118,10.702,10.031,0.339,1.091,0.27,-9.779,-8.94,-10.432,,,
SDSS12860,0.12044,0.1217,0,20.209823,0.113463,-0.303464,0.20003,0.140894,0.027658,10.629,0.2095,53993.77703,0.278716,0.001212,0.000751,0.000619,2,323.694195,1.175912,-0.001223,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12860,0.120422,10.629,10.654,10.235,0.328,0.657,-0.633,-10.301,-9.578,-11.287,,,
SDSS12869,0.27653,0.278,0,21.365495,0.126014,0.207633,0.834884,-0.041301,0.050506,10.14,0.0495,53978.98733,1.213947,0.031787,0.001877,0.012339,2,327.399124,0.001078,-0.000291,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12869,0.278064,10.14,10.156,10.057,0.361,0.491,0.345,-9.779,-9.566,,,,
SDSS12881,0.2316,0.233,0,21.098958,0.118789,0.772132,0.519462,0.03483,0.038889,9.324,0.171,53980.30036,0.562986,0.016145,0.001188,0.004233,2,10.162345,-0.073567,-0.000666,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12881,0.236702,9.369,9.894,9.298,-0.51,0.258,-0.526,-9.879,-9.04,-10.42,,,
SDSS12883,0.30569,0.307,0,21.588074,0.1459,-1.955498,0.844199,-0.057713,0.072093,10.972,0.1485,53980.13148,0.813259,0.064147,0.003606,0.022383,2,312.625893,0.398666,-0.000128,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12883,,,,,,,,,,,,,
SDSS12898,0.07997,0.081,0,19.019822,0.112109,-0.069349,0.084661,0.070049,0.021196,10.081,0.2485,54002.4811,0.080079,0.000438,0.00045,5.00E-06,2,26.793083,-0.146964,-0.000908,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12898,0.082545,10.081,10.173,9.676,0.215,0.319,-0.549,-9.866,-9.357,-10.722,-2.166,-1.996,-2.461
SDSS12927,0.17415,0.175,0,20.351422,0.118918,0.026059,0.324204,0.014706,0.032635,10.482,0.236,53988.93573,0.807786,-0.002185,0.001246,-0.000626,2,41.78614,0.775128,-0.001121,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12927,0.188911,10.598,10.659,10.242,0.818,0.873,0.399,-9.78,-9.369,-10.26,,,
SDSS12928,0.13868,0.1397,0,19.897068,0.116765,-0.55804,0.378518,-0.064004,0.032084,10.896,0.2085,53972.95283,1.104233,-0.006844,0.001083,-0.003817,2,305.009029,-0.975694,-0.001243,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12928,0.13868,10.896,11.127,10.71,-0.047,0.888,-0.158,-10.943,-9.822,-11.285,,,
SDSS12930,0.14607,0.14717,0,20.061964,0.117074,1.887311,0.404985,0.021652,0.032489,10.785,0.2705,53979.68026,0.385186,0.010853,0.001087,0.003446,2,309.682777,-0.474529,-0.001233,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12930,0.146065,10.785,11.107,10.566,1.049,1.404,0.602,-9.736,-9.162,-10.505,,,
SDSS12950,0.08133,0.08266,0,18.915623,0.111814,-0.3315,0.061082,-0.005329,0.020434,9.793,0.1055,54000.04617,0.068168,0.000156,0.000421,-4.00E-06,2,351.66745,-0.840276,-0.000926,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12950,0.081411,9.793,9.904,9.693,0.671,0.758,0.269,-9.122,-8.935,-9.635,-1.817,-1.705,-1.922
SDSS12971,0.2338,0.23524,0,20.793051,0.115605,1.184623,0.581392,-0.091515,0.03603,11.563,0.131,53976.63258,1.192338,0.002014,0.000884,-0.003268,2,6.648502,-0.302072,-0.000647,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12971,,,,,,,,,,,,,
SDSS12972,0.25655,0.258,0,21.306745,0.12587,0.115968,0.663312,-0.080959,0.048539,8.871,0.292,53980.99253,0.660242,0.031906,0.001962,0.013525,2,7.958593,-0.382957,-0.000447,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12972,0.25655,8.871,9.333,8.749,-0.05,0.285,-0.419,-8.921,-8.464,-9.752,,,
SDSS12977,0.24562,0.247,0,21.151867,0.115338,0.070492,0.488739,-0.048348,0.038411,9.565,0.271,53994.90865,0.813422,0.003127,0.000929,-0.000898,2,13.695609,-0.250863,-0.000541,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,12977,0.246425,9.565,9.818,9.276,0.66,0.765,0.08,-8.905,-8.511,-9.738,,,
SDSS13005,0.12593,0.127,0,19.89021,0.157613,-0.332265,0.31475,-0.012297,0.043939,10.193,0.217,53964.5731,1.241092,0.01615,0.003978,0.00306,2,27.395458,-0.649882,-0.001236,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,13005,0.126217,10.193,10.213,9.779,0.162,0.25,-1.089,-10.031,-9.529,-11.302,,,
SDSS13025,0.22351,0.225,0,21.236545,0.1168,0.742038,0.297371,0.028844,0.035915,10.714,0.3695,53990.6519,0.441037,0.004694,0.001086,0.00116,2,341.567326,0.415896,-0.000739,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,13025,0.222864,10.714,11.125,10.43,0.978,1.345,0.521,-9.736,-9.085,-10.604,,,
SDSS13038,0.10264,0.104,0,19.206141,0.113322,1.419043,0.145956,-0.023293,0.023002,5,10,53988.64926,0.135905,0.002333,0.000582,0.000659,2,347.826783,0.504606,-0.001135,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,13038,0.102644,,,,,,,,,,,,
SDSS13044,0.11967,0.121,0,19.578968,0.112171,-0.014339,0.128144,-0.06787,0.022157,9.624,0.0405,54003.15569,0.091364,0.001205,0.0005,0.000477,2,332.542751,0.503265,-0.001221,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,13044,0.12455,9.703,9.713,9.692,0.105,0.115,0.094,-9.598,-9.577,-9.619,,,
SDSS13045,0.18055,0.182,0,20.67432,0.118342,-0.137419,0.468702,0.052129,0.034215,10.414,0.11,53993.29756,1.071968,-0.007697,0.001245,-0.002972,2,345.024939,0.53767,-0.001082,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,13045,,,,,,,,,,,,,
